"","tool","run","parameter","moment","value"
"12010","nm7",256,"OMEGA1.1","se",NA
"12011","nm7",256,"OMEGA2.1","estimate","0"
"12012","nm7",256,"OMEGA2.1","prse",NA
"12013","nm7",256,"OMEGA2.1","se",NA
"12014","nm7",256,"OMEGA2.2","estimate","0.129819"
"12015","nm7",256,"OMEGA2.2","prse",NA
"12016","nm7",256,"OMEGA2.2","se",NA
"12017","nm7",256,"OMEGA3.1","estimate","0"
"12018","nm7",256,"OMEGA3.1","prse",NA
"12019","nm7",256,"OMEGA3.1","se",NA
"12020","nm7",256,"OMEGA3.2","estimate","0"
"12021","nm7",256,"OMEGA3.2","prse",NA
"12022","nm7",256,"OMEGA3.2","se",NA
"12023","nm7",256,"OMEGA3.3","estimate","0.0885386"
"12024","nm7",256,"OMEGA3.3","prse",NA
"12025","nm7",256,"OMEGA3.3","se",NA
"12026","nm7",256,"SIGMA1.1","estimate","0.0742493"
"12027","nm7",256,"SIGMA1.1","prse",NA
"12028","nm7",256,"SIGMA1.1","se",NA
"12029","nm7",256,"cov","status","0"
"12030","nm7",256,"prob","text","256 phase1 2 CMT like 1004 but diff. initial on V3"
"12031","nm7",256,"min","status","0"
"12032","nm7",256,"data","filename","../data/256.csv"
"12033","nm7",257,"ofv","minimum","2543.7428267166"
"12034","nm7",257,"THETA1","estimate","7.62163"
"12035","nm7",257,"THETA1","prse",NA
"12036","nm7",257,"THETA1","se",NA
"12037","nm7",257,"THETA2","estimate","22.979"
"12038","nm7",257,"THETA2","prse",NA
"12039","nm7",257,"THETA2","se",NA
"12040","nm7",257,"THETA3","estimate","0.0717081"
"12041","nm7",257,"THETA3","prse",NA
"12042","nm7",257,"THETA3","se",NA
"12043","nm7",257,"THETA4","estimate","4.39514"
"12044","nm7",257,"THETA4","prse",NA
"12045","nm7",257,"THETA4","se",NA
"12046","nm7",257,"THETA5","estimate","103.885"
"12047","nm7",257,"THETA5","prse",NA
"12048","nm7",257,"THETA5","se",NA
"12049","nm7",257,"THETA6","estimate","0.966865"
"12050","nm7",257,"THETA6","prse",NA
"12051","nm7",257,"THETA6","se",NA
"12052","nm7",257,"THETA7","estimate","2.09296"
"12053","nm7",257,"THETA7","prse",NA
"12054","nm7",257,"THETA7","se",NA
"12055","nm7",257,"OMEGA1.1","estimate","0.12568"
"12056","nm7",257,"OMEGA1.1","prse",NA
"12057","nm7",257,"OMEGA1.1","se",NA
"12058","nm7",257,"OMEGA2.1","estimate","0"
"12059","nm7",257,"OMEGA2.1","prse",NA
"12060","nm7",257,"OMEGA2.1","se",NA
"12061","nm7",257,"OMEGA2.2","estimate","0.0941001"
"12062","nm7",257,"OMEGA2.2","prse",NA
"12063","nm7",257,"OMEGA2.2","se",NA
"12064","nm7",257,"OMEGA3.1","estimate","0"
"12065","nm7",257,"OMEGA3.1","prse",NA
"12066","nm7",257,"OMEGA3.1","se",NA
"12067","nm7",257,"OMEGA3.2","estimate","0"
"12068","nm7",257,"OMEGA3.2","prse",NA
"12069","nm7",257,"OMEGA3.2","se",NA
"12070","nm7",257,"OMEGA3.3","estimate","0.137764"
"12071","nm7",257,"OMEGA3.3","prse",NA
"12072","nm7",257,"OMEGA3.3","se",NA
"12073","nm7",257,"SIGMA1.1","estimate","0.0602755"
"12074","nm7",257,"SIGMA1.1","prse",NA
"12075","nm7",257,"SIGMA1.1","se",NA
"12076","nm7",257,"cov","status","0"
"12077","nm7",257,"prob","text","257 phase1 2 CMT like 1004 but diff. initial on V3"
"12078","nm7",257,"min","status","0"
"12079","nm7",257,"data","filename","../data/257.csv"
"12080","nm7",258,"ofv","minimum","2622.77503328033"
"12081","nm7",258,"THETA1","estimate","7.74348"
"12082","nm7",258,"THETA1","prse",NA
"12083","nm7",258,"THETA1","se",NA
"12084","nm7",258,"THETA2","estimate","23.9552"
"12085","nm7",258,"THETA2","prse",NA
"12086","nm7",258,"THETA2","se",NA
"12087","nm7",258,"THETA3","estimate","0.0740716"
"12088","nm7",258,"THETA3","prse",NA
"12089","nm7",258,"THETA3","se",NA
"12090","nm7",258,"THETA4","estimate","4.03379"
"12091","nm7",258,"THETA4","prse",NA
"12092","nm7",258,"THETA4","se",NA
"12093","nm7",258,"THETA5","estimate","119.086"
"12094","nm7",258,"THETA5","prse",NA
"12095","nm7",258,"THETA5","se",NA
"12096","nm7",258,"THETA6","estimate","1.10986"
"12097","nm7",258,"THETA6","prse",NA
"12098","nm7",258,"THETA6","se",NA
"12099","nm7",258,"THETA7","estimate","2.11361"
"12100","nm7",258,"THETA7","prse",NA
"12101","nm7",258,"THETA7","se",NA
"12102","nm7",258,"OMEGA1.1","estimate","0.188898"
"12103","nm7",258,"OMEGA1.1","prse",NA
"12104","nm7",258,"OMEGA1.1","se",NA
"12105","nm7",258,"OMEGA2.1","estimate","0"
"12106","nm7",258,"OMEGA2.1","prse",NA
"12107","nm7",258,"OMEGA2.1","se",NA
"12108","nm7",258,"OMEGA2.2","estimate","0.0665049"
"12109","nm7",258,"OMEGA2.2","prse",NA
"12110","nm7",258,"OMEGA2.2","se",NA
"12111","nm7",258,"OMEGA3.1","estimate","0"
"12112","nm7",258,"OMEGA3.1","prse",NA
"12113","nm7",258,"OMEGA3.1","se",NA
"12114","nm7",258,"OMEGA3.2","estimate","0"
"12115","nm7",258,"OMEGA3.2","prse",NA
"12116","nm7",258,"OMEGA3.2","se",NA
"12117","nm7",258,"OMEGA3.3","estimate","0.104496"
"12118","nm7",258,"OMEGA3.3","prse",NA
"12119","nm7",258,"OMEGA3.3","se",NA
"12120","nm7",258,"SIGMA1.1","estimate","0.0633416"
"12121","nm7",258,"SIGMA1.1","prse",NA
"12122","nm7",258,"SIGMA1.1","se",NA
"12123","nm7",258,"cov","status","0"
"12124","nm7",258,"prob","text","258 phase1 2 CMT like 1004 but diff. initial on V3"
"12125","nm7",258,"min","status","0"
"12126","nm7",258,"data","filename","../data/258.csv"
"12127","nm7",259,"ofv","minimum","2473.49289672487"
"12128","nm7",259,"THETA1","estimate","9.04204"
"12129","nm7",259,"THETA1","prse",NA
"12130","nm7",259,"THETA1","se",NA
"12131","nm7",259,"THETA2","estimate","20.6154"
"12132","nm7",259,"THETA2","prse",NA
"12133","nm7",259,"THETA2","se",NA
"12134","nm7",259,"THETA3","estimate","0.0813207"
"12135","nm7",259,"THETA3","prse",NA
"12136","nm7",259,"THETA3","se",NA
"12137","nm7",259,"THETA4","estimate","4.77457"
"12138","nm7",259,"THETA4","prse",NA
"12139","nm7",259,"THETA4","se",NA
"12140","nm7",259,"THETA5","estimate","89.1226"
"12141","nm7",259,"THETA5","prse",NA
"12142","nm7",259,"THETA5","se",NA
"12143","nm7",259,"THETA6","estimate","0.847017"
"12144","nm7",259,"THETA6","prse",NA
"12145","nm7",259,"THETA6","se",NA
"12146","nm7",259,"THETA7","estimate","1.40287"
"12147","nm7",259,"THETA7","prse",NA
"12148","nm7",259,"THETA7","se",NA
"12149","nm7",259,"OMEGA1.1","estimate","0.213083"
"12150","nm7",259,"OMEGA1.1","prse",NA
"12151","nm7",259,"OMEGA1.1","se",NA
"12152","nm7",259,"OMEGA2.1","estimate","0"
"12153","nm7",259,"OMEGA2.1","prse",NA
"12154","nm7",259,"OMEGA2.1","se",NA
"12155","nm7",259,"OMEGA2.2","estimate","0.0434436"
"12156","nm7",259,"OMEGA2.2","prse",NA
"12157","nm7",259,"OMEGA2.2","se",NA
"12158","nm7",259,"OMEGA3.1","estimate","0"
"12159","nm7",259,"OMEGA3.1","prse",NA
"12160","nm7",259,"OMEGA3.1","se",NA
"12161","nm7",259,"OMEGA3.2","estimate","0"
"12162","nm7",259,"OMEGA3.2","prse",NA
"12163","nm7",259,"OMEGA3.2","se",NA
"12164","nm7",259,"OMEGA3.3","estimate","0.0906171"
"12165","nm7",259,"OMEGA3.3","prse",NA
"12166","nm7",259,"OMEGA3.3","se",NA
"12167","nm7",259,"SIGMA1.1","estimate","0.0600371"
"12168","nm7",259,"SIGMA1.1","prse",NA
"12169","nm7",259,"SIGMA1.1","se",NA
"12170","nm7",259,"cov","status","0"
"12171","nm7",259,"prob","text","259 phase1 2 CMT like 1004 but diff. initial on V3"
"12172","nm7",259,"min","status","0"
"12173","nm7",259,"data","filename","../data/259.csv"
"12174","nm7",260,"ofv","minimum","2386.05393462495"
"12175","nm7",260,"THETA1","estimate","8.80805"
"12176","nm7",260,"THETA1","prse",NA
"12177","nm7",260,"THETA1","se",NA
"12178","nm7",260,"THETA2","estimate","21.4616"
"12179","nm7",260,"THETA2","prse",NA
"12180","nm7",260,"THETA2","se",NA
"12181","nm7",260,"THETA3","estimate","0.0751232"
"12182","nm7",260,"THETA3","prse",NA
"12183","nm7",260,"THETA3","se",NA
"12184","nm7",260,"THETA4","estimate","4.18611"
"12185","nm7",260,"THETA4","prse",NA
"12186","nm7",260,"THETA4","se",NA
"12187","nm7",260,"THETA5","estimate","97.8691"
"12188","nm7",260,"THETA5","prse",NA
"12189","nm7",260,"THETA5","se",NA
"12190","nm7",260,"THETA6","estimate","0.885917"
"12191","nm7",260,"THETA6","prse",NA
"12192","nm7",260,"THETA6","se",NA
"12193","nm7",260,"THETA7","estimate","1.49471"
"12194","nm7",260,"THETA7","prse",NA
"12195","nm7",260,"THETA7","se",NA
"12196","nm7",260,"OMEGA1.1","estimate","0.171486"
"12197","nm7",260,"OMEGA1.1","prse",NA
"12198","nm7",260,"OMEGA1.1","se",NA
"12199","nm7",260,"OMEGA2.1","estimate","0"
"12200","nm7",260,"OMEGA2.1","prse",NA
"12201","nm7",260,"OMEGA2.1","se",NA
"12202","nm7",260,"OMEGA2.2","estimate","0.119843"
"12203","nm7",260,"OMEGA2.2","prse",NA
"12204","nm7",260,"OMEGA2.2","se",NA
"12205","nm7",260,"OMEGA3.1","estimate","0"
"12206","nm7",260,"OMEGA3.1","prse",NA
"12207","nm7",260,"OMEGA3.1","se",NA
"12208","nm7",260,"OMEGA3.2","estimate","0"
"12209","nm7",260,"OMEGA3.2","prse",NA
"12210","nm7",260,"OMEGA3.2","se",NA
"12211","nm7",260,"OMEGA3.3","estimate","0.136236"
"12212","nm7",260,"OMEGA3.3","prse",NA
"12213","nm7",260,"OMEGA3.3","se",NA
"12214","nm7",260,"SIGMA1.1","estimate","0.0674211"
"12215","nm7",260,"SIGMA1.1","prse",NA
"12216","nm7",260,"SIGMA1.1","se",NA
"12217","nm7",260,"cov","status","0"
"12218","nm7",260,"prob","text","260 phase1 2 CMT like 1004 but diff. initial on V3"
"12219","nm7",260,"min","status","0"
"12220","nm7",260,"data","filename","../data/260.csv"
"12221","nm7",261,"ofv","minimum","2703.01014182815"
"12222","nm7",261,"THETA1","estimate","8.57616"
"12223","nm7",261,"THETA1","prse",NA
"12224","nm7",261,"THETA1","se",NA
"12225","nm7",261,"THETA2","estimate","20.5143"
"12226","nm7",261,"THETA2","prse",NA
"12227","nm7",261,"THETA2","se",NA
"12228","nm7",261,"THETA3","estimate","0.0637221"
"12229","nm7",261,"THETA3","prse",NA
"12230","nm7",261,"THETA3","se",NA
"12231","nm7",261,"THETA4","estimate","2.95804"
"12232","nm7",261,"THETA4","prse",NA
"12233","nm7",261,"THETA4","se",NA
"12234","nm7",261,"THETA5","estimate","87.2968"
"12235","nm7",261,"THETA5","prse",NA
"12236","nm7",261,"THETA5","se",NA
"12237","nm7",261,"THETA6","estimate","1.03861"
"12238","nm7",261,"THETA6","prse",NA
"12239","nm7",261,"THETA6","se",NA
"12240","nm7",261,"THETA7","estimate","1.68602"
"12241","nm7",261,"THETA7","prse",NA
"12242","nm7",261,"THETA7","se",NA
"12243","nm7",261,"OMEGA1.1","estimate","0.18988"
"12244","nm7",261,"OMEGA1.1","prse",NA
"12245","nm7",261,"OMEGA1.1","se",NA
"12246","nm7",261,"OMEGA2.1","estimate","0"
"12247","nm7",261,"OMEGA2.1","prse",NA
"12248","nm7",261,"OMEGA2.1","se",NA
"12249","nm7",261,"OMEGA2.2","estimate","0.115056"
"12250","nm7",261,"OMEGA2.2","prse",NA
"12251","nm7",261,"OMEGA2.2","se",NA
"12252","nm7",261,"OMEGA3.1","estimate","0"
"12253","nm7",261,"OMEGA3.1","prse",NA
"12254","nm7",261,"OMEGA3.1","se",NA
"12255","nm7",261,"OMEGA3.2","estimate","0"
"12256","nm7",261,"OMEGA3.2","prse",NA
"12257","nm7",261,"OMEGA3.2","se",NA
"12258","nm7",261,"OMEGA3.3","estimate","0.0841221"
"12259","nm7",261,"OMEGA3.3","prse",NA
"12260","nm7",261,"OMEGA3.3","se",NA
"12261","nm7",261,"SIGMA1.1","estimate","0.0633687"
"12262","nm7",261,"SIGMA1.1","prse",NA
"12263","nm7",261,"SIGMA1.1","se",NA
"12264","nm7",261,"cov","status","0"
"12265","nm7",261,"prob","text","261 phase1 2 CMT like 1004 but diff. initial on V3"
"12266","nm7",261,"min","status","0"
"12267","nm7",261,"data","filename","../data/261.csv"
"12268","nm7",262,"ofv","minimum","2733.15313703458"
"12269","nm7",262,"THETA1","estimate","8.74312"
"12270","nm7",262,"THETA1","prse",NA
"12271","nm7",262,"THETA1","se",NA
"12272","nm7",262,"THETA2","estimate","20.6184"
"12273","nm7",262,"THETA2","prse",NA
"12274","nm7",262,"THETA2","se",NA
"12275","nm7",262,"THETA3","estimate","0.067494"
"12276","nm7",262,"THETA3","prse",NA
"12277","nm7",262,"THETA3","se",NA
"12278","nm7",262,"THETA4","estimate","3.84967"
"12279","nm7",262,"THETA4","prse",NA
"12280","nm7",262,"THETA4","se",NA
"12281","nm7",262,"THETA5","estimate","122.36"
"12282","nm7",262,"THETA5","prse",NA
"12283","nm7",262,"THETA5","se",NA
"12284","nm7",262,"THETA6","estimate","0.928697"
"12285","nm7",262,"THETA6","prse",NA
"12286","nm7",262,"THETA6","se",NA
"12287","nm7",262,"THETA7","estimate","1.63003"
"12288","nm7",262,"THETA7","prse",NA
"12289","nm7",262,"THETA7","se",NA
"12290","nm7",262,"OMEGA1.1","estimate","0.138887"
"12291","nm7",262,"OMEGA1.1","prse",NA
"12292","nm7",262,"OMEGA1.1","se",NA
"12293","nm7",262,"OMEGA2.1","estimate","0"
"12294","nm7",262,"OMEGA2.1","prse",NA
"12295","nm7",262,"OMEGA2.1","se",NA
"12296","nm7",262,"OMEGA2.2","estimate","0.112502"
"12297","nm7",262,"OMEGA2.2","prse",NA
"12298","nm7",262,"OMEGA2.2","se",NA
"12299","nm7",262,"OMEGA3.1","estimate","0"
"12300","nm7",262,"OMEGA3.1","prse",NA
"12301","nm7",262,"OMEGA3.1","se",NA
"12302","nm7",262,"OMEGA3.2","estimate","0"
"12303","nm7",262,"OMEGA3.2","prse",NA
"12304","nm7",262,"OMEGA3.2","se",NA
"12305","nm7",262,"OMEGA3.3","estimate","0.13922"
"12306","nm7",262,"OMEGA3.3","prse",NA
"12307","nm7",262,"OMEGA3.3","se",NA
"12308","nm7",262,"SIGMA1.1","estimate","0.0696267"
"12309","nm7",262,"SIGMA1.1","prse",NA
"12310","nm7",262,"SIGMA1.1","se",NA
"12311","nm7",262,"cov","status","0"
"12312","nm7",262,"prob","text","262 phase1 2 CMT like 1004 but diff. initial on V3"
"12313","nm7",262,"min","status","0"
"12314","nm7",262,"data","filename","../data/262.csv"
"12315","nm7",263,"ofv","minimum","2572.00346095848"
"12316","nm7",263,"THETA1","estimate","8.29342"
"12317","nm7",263,"THETA1","prse",NA
"12318","nm7",263,"THETA1","se",NA
"12319","nm7",263,"THETA2","estimate","21.9065"
"12320","nm7",263,"THETA2","prse",NA
"12321","nm7",263,"THETA2","se",NA
"12322","nm7",263,"THETA3","estimate","0.0718822"
"12323","nm7",263,"THETA3","prse",NA
"12324","nm7",263,"THETA3","se",NA
"12325","nm7",263,"THETA4","estimate","4.0618"
"12326","nm7",263,"THETA4","prse",NA
"12327","nm7",263,"THETA4","se",NA
"12328","nm7",263,"THETA5","estimate","118.011"
"12329","nm7",263,"THETA5","prse",NA
"12330","nm7",263,"THETA5","se",NA
"12331","nm7",263,"THETA6","estimate","1.10774"
"12332","nm7",263,"THETA6","prse",NA
"12333","nm7",263,"THETA6","se",NA
"12334","nm7",263,"THETA7","estimate","1.6818"
"12335","nm7",263,"THETA7","prse",NA
"12336","nm7",263,"THETA7","se",NA
"12337","nm7",263,"OMEGA1.1","estimate","0.223443"
"12338","nm7",263,"OMEGA1.1","prse",NA
"12339","nm7",263,"OMEGA1.1","se",NA
"12340","nm7",263,"OMEGA2.1","estimate","0"
"12341","nm7",263,"OMEGA2.1","prse",NA
"12342","nm7",263,"OMEGA2.1","se",NA
"12343","nm7",263,"OMEGA2.2","estimate","0.126661"
"12344","nm7",263,"OMEGA2.2","prse",NA
"12345","nm7",263,"OMEGA2.2","se",NA
"12346","nm7",263,"OMEGA3.1","estimate","0"
"12347","nm7",263,"OMEGA3.1","prse",NA
"12348","nm7",263,"OMEGA3.1","se",NA
"12349","nm7",263,"OMEGA3.2","estimate","0"
"12350","nm7",263,"OMEGA3.2","prse",NA
"12351","nm7",263,"OMEGA3.2","se",NA
"12352","nm7",263,"OMEGA3.3","estimate","0.164031"
"12353","nm7",263,"OMEGA3.3","prse",NA
"12354","nm7",263,"OMEGA3.3","se",NA
"12355","nm7",263,"SIGMA1.1","estimate","0.0614234"
"12356","nm7",263,"SIGMA1.1","prse",NA
"12357","nm7",263,"SIGMA1.1","se",NA
"12358","nm7",263,"cov","status","0"
"12359","nm7",263,"prob","text","263 phase1 2 CMT like 1004 but diff. initial on V3"
"12360","nm7",263,"min","status","0"
"12361","nm7",263,"data","filename","../data/263.csv"
"12362","nm7",264,"ofv","minimum","2377.27457040832"
"12363","nm7",264,"THETA1","estimate","8.53401"
"12364","nm7",264,"THETA1","prse",NA
"12365","nm7",264,"THETA1","se",NA
"12366","nm7",264,"THETA2","estimate","21.1277"
"12367","nm7",264,"THETA2","prse",NA
"12368","nm7",264,"THETA2","se",NA
"12369","nm7",264,"THETA3","estimate","0.0639964"
"12370","nm7",264,"THETA3","prse",NA
"12371","nm7",264,"THETA3","se",NA
"12372","nm7",264,"THETA4","estimate","3.20514"
"12373","nm7",264,"THETA4","prse",NA
"12374","nm7",264,"THETA4","se",NA
"12375","nm7",264,"THETA5","estimate","102.776"
"12376","nm7",264,"THETA5","prse",NA
"12377","nm7",264,"THETA5","se",NA
"12378","nm7",264,"THETA6","estimate","1.26728"
"12379","nm7",264,"THETA6","prse",NA
"12380","nm7",264,"THETA6","se",NA
"12381","nm7",264,"THETA7","estimate","1.42524"
"12382","nm7",264,"THETA7","prse",NA
"12383","nm7",264,"THETA7","se",NA
"12384","nm7",264,"OMEGA1.1","estimate","0.246332"
"12385","nm7",264,"OMEGA1.1","prse",NA
"12386","nm7",264,"OMEGA1.1","se",NA
"12387","nm7",264,"OMEGA2.1","estimate","0"
"12388","nm7",264,"OMEGA2.1","prse",NA
"12389","nm7",264,"OMEGA2.1","se",NA
"12390","nm7",264,"OMEGA2.2","estimate","0.134016"
"12391","nm7",264,"OMEGA2.2","prse",NA
"12392","nm7",264,"OMEGA2.2","se",NA
"12393","nm7",264,"OMEGA3.1","estimate","0"
"12394","nm7",264,"OMEGA3.1","prse",NA
"12395","nm7",264,"OMEGA3.1","se",NA
"12396","nm7",264,"OMEGA3.2","estimate","0"
"12397","nm7",264,"OMEGA3.2","prse",NA
"12398","nm7",264,"OMEGA3.2","se",NA
"12399","nm7",264,"OMEGA3.3","estimate","0.079076"
"12400","nm7",264,"OMEGA3.3","prse",NA
"12401","nm7",264,"OMEGA3.3","se",NA
"12402","nm7",264,"SIGMA1.1","estimate","0.0646377"
"12403","nm7",264,"SIGMA1.1","prse",NA
"12404","nm7",264,"SIGMA1.1","se",NA
"12405","nm7",264,"cov","status","0"
"12406","nm7",264,"prob","text","264 phase1 2 CMT like 1004 but diff. initial on V3"
"12407","nm7",264,"min","status","0"
"12408","nm7",264,"data","filename","../data/264.csv"
"12409","nm7",265,"ofv","minimum","2794.64675526471"
"12410","nm7",265,"THETA1","estimate","9.19427"
"12411","nm7",265,"THETA1","prse",NA
"12412","nm7",265,"THETA1","se",NA
"12413","nm7",265,"THETA2","estimate","25.2581"
"12414","nm7",265,"THETA2","prse",NA
"12415","nm7",265,"THETA2","se",NA
"12416","nm7",265,"THETA3","estimate","0.0776703"
"12417","nm7",265,"THETA3","prse",NA
"12418","nm7",265,"THETA3","se",NA
"12419","nm7",265,"THETA4","estimate","4.31313"
"12420","nm7",265,"THETA4","prse",NA
"12421","nm7",265,"THETA4","se",NA
"12422","nm7",265,"THETA5","estimate","96.0787"
"12423","nm7",265,"THETA5","prse",NA
"12424","nm7",265,"THETA5","se",NA
"12425","nm7",265,"THETA6","estimate","1.05555"
"12426","nm7",265,"THETA6","prse",NA
"12427","nm7",265,"THETA6","se",NA
"12428","nm7",265,"THETA7","estimate","1.64377"
"12429","nm7",265,"THETA7","prse",NA
"12430","nm7",265,"THETA7","se",NA
"12431","nm7",265,"OMEGA1.1","estimate","0.145291"
"12432","nm7",265,"OMEGA1.1","prse",NA
"12433","nm7",265,"OMEGA1.1","se",NA
"12434","nm7",265,"OMEGA2.1","estimate","0"
"12435","nm7",265,"OMEGA2.1","prse",NA
"12436","nm7",265,"OMEGA2.1","se",NA
"12437","nm7",265,"OMEGA2.2","estimate","0.075191"
"12438","nm7",265,"OMEGA2.2","prse",NA
"12439","nm7",265,"OMEGA2.2","se",NA
"12440","nm7",265,"OMEGA3.1","estimate","0"
"12441","nm7",265,"OMEGA3.1","prse",NA
"12442","nm7",265,"OMEGA3.1","se",NA
"12443","nm7",265,"OMEGA3.2","estimate","0"
"12444","nm7",265,"OMEGA3.2","prse",NA
"12445","nm7",265,"OMEGA3.2","se",NA
"12446","nm7",265,"OMEGA3.3","estimate","0.085792"
"12447","nm7",265,"OMEGA3.3","prse",NA
"12448","nm7",265,"OMEGA3.3","se",NA
"12449","nm7",265,"SIGMA1.1","estimate","0.0561965"
"12450","nm7",265,"SIGMA1.1","prse",NA
"12451","nm7",265,"SIGMA1.1","se",NA
"12452","nm7",265,"cov","status","0"
"12453","nm7",265,"prob","text","265 phase1 2 CMT like 1004 but diff. initial on V3"
"12454","nm7",265,"min","status","0"
"12455","nm7",265,"data","filename","../data/265.csv"
"12456","nm7",266,"ofv","minimum","2592.14964122627"
"12457","nm7",266,"THETA1","estimate","8.00639"
"12458","nm7",266,"THETA1","prse",NA
"12459","nm7",266,"THETA1","se",NA
"12460","nm7",266,"THETA2","estimate","22.2657"
"12461","nm7",266,"THETA2","prse",NA
"12462","nm7",266,"THETA2","se",NA
"12463","nm7",266,"THETA3","estimate","0.0717882"
"12464","nm7",266,"THETA3","prse",NA
"12465","nm7",266,"THETA3","se",NA
"12466","nm7",266,"THETA4","estimate","3.68611"
"12467","nm7",266,"THETA4","prse",NA
"12468","nm7",266,"THETA4","se",NA
"12469","nm7",266,"THETA5","estimate","104.893"
"12470","nm7",266,"THETA5","prse",NA
"12471","nm7",266,"THETA5","se",NA
"12472","nm7",266,"THETA6","estimate","1.13413"
"12473","nm7",266,"THETA6","prse",NA
"12474","nm7",266,"THETA6","se",NA
"12475","nm7",266,"THETA7","estimate","1.77391"
"12476","nm7",266,"THETA7","prse",NA
"12477","nm7",266,"THETA7","se",NA
"12478","nm7",266,"OMEGA1.1","estimate","0.180478"
"12479","nm7",266,"OMEGA1.1","prse",NA
"12480","nm7",266,"OMEGA1.1","se",NA
"12481","nm7",266,"OMEGA2.1","estimate","0"
"12482","nm7",266,"OMEGA2.1","prse",NA
"12483","nm7",266,"OMEGA2.1","se",NA
"12484","nm7",266,"OMEGA2.2","estimate","0.124713"
"12485","nm7",266,"OMEGA2.2","prse",NA
"12486","nm7",266,"OMEGA2.2","se",NA
"12487","nm7",266,"OMEGA3.1","estimate","0"
"12488","nm7",266,"OMEGA3.1","prse",NA
"12489","nm7",266,"OMEGA3.1","se",NA
"12490","nm7",266,"OMEGA3.2","estimate","0"
"12491","nm7",266,"OMEGA3.2","prse",NA
"12492","nm7",266,"OMEGA3.2","se",NA
"12493","nm7",266,"OMEGA3.3","estimate","0.121053"
"12494","nm7",266,"OMEGA3.3","prse",NA
"12495","nm7",266,"OMEGA3.3","se",NA
"12496","nm7",266,"SIGMA1.1","estimate","0.0638761"
"12497","nm7",266,"SIGMA1.1","prse",NA
"12498","nm7",266,"SIGMA1.1","se",NA
"12499","nm7",266,"cov","status","0"
"12500","nm7",266,"prob","text","266 phase1 2 CMT like 1004 but diff. initial on V3"
"12501","nm7",266,"min","status","0"
"12502","nm7",266,"data","filename","../data/266.csv"
"12503","nm7",267,"ofv","minimum","2771.01810143161"
"12504","nm7",267,"THETA1","estimate","7.87547"
"12505","nm7",267,"THETA1","prse",NA
"12506","nm7",267,"THETA1","se",NA
"12507","nm7",267,"THETA2","estimate","22.4438"
"12508","nm7",267,"THETA2","prse",NA
"12509","nm7",267,"THETA2","se",NA
"12510","nm7",267,"THETA3","estimate","0.0711519"
"12511","nm7",267,"THETA3","prse",NA
"12512","nm7",267,"THETA3","se",NA
"12513","nm7",267,"THETA4","estimate","4.33673"
"12514","nm7",267,"THETA4","prse",NA
"12515","nm7",267,"THETA4","se",NA
"12516","nm7",267,"THETA5","estimate","127.372"
"12517","nm7",267,"THETA5","prse",NA
"12518","nm7",267,"THETA5","se",NA
"12519","nm7",267,"THETA6","estimate","0.90468"
"12520","nm7",267,"THETA6","prse",NA
"12521","nm7",267,"THETA6","se",NA
"12522","nm7",267,"THETA7","estimate","1.71315"
"12523","nm7",267,"THETA7","prse",NA
"12524","nm7",267,"THETA7","se",NA
"12525","nm7",267,"OMEGA1.1","estimate","0.105056"
"12526","nm7",267,"OMEGA1.1","prse",NA
"12527","nm7",267,"OMEGA1.1","se",NA
"12528","nm7",267,"OMEGA2.1","estimate","0"
"12529","nm7",267,"OMEGA2.1","prse",NA
"12530","nm7",267,"OMEGA2.1","se",NA
"12531","nm7",267,"OMEGA2.2","estimate","0.0801476"
"12532","nm7",267,"OMEGA2.2","prse",NA
"12533","nm7",267,"OMEGA2.2","se",NA
"12534","nm7",267,"OMEGA3.1","estimate","0"
"12535","nm7",267,"OMEGA3.1","prse",NA
"12536","nm7",267,"OMEGA3.1","se",NA
"12537","nm7",267,"OMEGA3.2","estimate","0"
"12538","nm7",267,"OMEGA3.2","prse",NA
"12539","nm7",267,"OMEGA3.2","se",NA
"12540","nm7",267,"OMEGA3.3","estimate","0.128453"
"12541","nm7",267,"OMEGA3.3","prse",NA
"12542","nm7",267,"OMEGA3.3","se",NA
"12543","nm7",267,"SIGMA1.1","estimate","0.062183"
"12544","nm7",267,"SIGMA1.1","prse",NA
"12545","nm7",267,"SIGMA1.1","se",NA
"12546","nm7",267,"cov","status","0"
"12547","nm7",267,"prob","text","267 phase1 2 CMT like 1004 but diff. initial on V3"
"12548","nm7",267,"min","status","0"
"12549","nm7",267,"data","filename","../data/267.csv"
"12550","nm7",268,"ofv","minimum","2556.21074089897"
"12551","nm7",268,"THETA1","estimate","7.42052"
"12552","nm7",268,"THETA1","prse",NA
"12553","nm7",268,"THETA1","se",NA
"12554","nm7",268,"THETA2","estimate","18.5982"
"12555","nm7",268,"THETA2","prse",NA
"12556","nm7",268,"THETA2","se",NA
"12557","nm7",268,"THETA3","estimate","0.0606559"
"12558","nm7",268,"THETA3","prse",NA
"12559","nm7",268,"THETA3","se",NA
"12560","nm7",268,"THETA4","estimate","3.23929"
"12561","nm7",268,"THETA4","prse",NA
"12562","nm7",268,"THETA4","se",NA
"12563","nm7",268,"THETA5","estimate","114.878"
"12564","nm7",268,"THETA5","prse",NA
"12565","nm7",268,"THETA5","se",NA
"12566","nm7",268,"THETA6","estimate","1.05353"
"12567","nm7",268,"THETA6","prse",NA
"12568","nm7",268,"THETA6","se",NA
